lyrics,song,album,artist,genre
Why do you have to put down my dreams,tell me why,fearless,taylor swift,pop
So you're the only thing on my mind?,tell me why,fearless,taylor swift,pop
And I'm sick and tired of your attitude,tell me why,fearless,taylor swift,pop
I'm feeling like I don't know you,tell me why,fearless,taylor swift,pop
"You tell me that you want me, then cut me down",tell me why,fearless,taylor swift,pop
I'm sick and tired of your reasons,tell me why,fearless,taylor swift,pop
I got no one to believe in,tell me why,fearless,taylor swift,pop
You ask me for my love then you push me around,tell me why,fearless,taylor swift,pop
Here's to you and your temper,tell me why,fearless,taylor swift,pop
"Yes, I remember what you said last night",tell me why,fearless,taylor swift,pop
And I know that you see what you're doing to me,tell me why,fearless,taylor swift,pop
"Tell me why, why, tell me why",tell me why,fearless,taylor swift,pop
"I take a step back, and let you go",tell me why,fearless,taylor swift,pop
"I told you I'm not bulletproof, now you know",tell me why,fearless,taylor swift,pop
All this time I was wasting,you're not sorry,fearless,taylor swift,pop
Hoping you would come around,you're not sorry,fearless,taylor swift,pop
I've been giving out chances every time,you're not sorry,fearless,taylor swift,pop
And all you do is let me down,you're not sorry,fearless,taylor swift,pop
And it's taken me this long,you're not sorry,fearless,taylor swift,pop
"Baby, but I've figured you out",you're not sorry,fearless,taylor swift,pop
And you thinking we'll be fine again,you're not sorry,fearless,taylor swift,pop
But not this time around,you're not sorry,fearless,taylor swift,pop
You don't have to call anymore,you're not sorry,fearless,taylor swift,pop
I won't pick up the phone,you're not sorry,fearless,taylor swift,pop
This is the last straw,you're not sorry,fearless,taylor swift,pop
Don't want to hurt anymore,you're not sorry,fearless,taylor swift,pop
And you can tell me that you're sorry,you're not sorry,fearless,taylor swift,pop
"But I don't believe you, baby",you're not sorry,fearless,taylor swift,pop
Like I did before,you're not sorry,fearless,taylor swift,pop
"You're not sorry, no, no, no, no",you're not sorry,fearless,taylor swift,pop
Looking so innocent,you're not sorry,fearless,taylor swift,pop
I might believe you if I didn't know,you're not sorry,fearless,taylor swift,pop
Could have loved you all my life,you're not sorry,fearless,taylor swift,pop
If you hadn't left me waiting in the cold,you're not sorry,fearless,taylor swift,pop
And you've got your share of secrets,you're not sorry,fearless,taylor swift,pop
And I'm tired of being last to know,you're not sorry,fearless,taylor swift,pop
And now you're asking me to listen,you're not sorry,fearless,taylor swift,pop
'Cause it's worked each time before,you're not sorry,fearless,taylor swift,pop
But you don't have to call anymore,you're not sorry,fearless,taylor swift,pop
I won't pick up the phone,you're not sorry,fearless,taylor swift,pop
This is the last straw,you're not sorry,fearless,taylor swift,pop
Don't want to hurt anymore,you're not sorry,fearless,taylor swift,pop
And you can tell me that you're sorry,you're not sorry,fearless,taylor swift,pop
"But I don't believe you, baby",you're not sorry,fearless,taylor swift,pop
Like I did before,you're not sorry,fearless,taylor swift,pop
"You're not sorry, no, no",you're not sorry,fearless,taylor swift,pop
"You're not sorry, no, no",you're not sorry,fearless,taylor swift,pop
"You had me crawling for you, honey",you're not sorry,fearless,taylor swift,pop
"And it never would have gone away, no",you're not sorry,fearless,taylor swift,pop
You used to shine so bright,you're not sorry,fearless,taylor swift,pop
But I watched all of it fade,you're not sorry,fearless,taylor swift,pop
So you don't have to call anymore,you're not sorry,fearless,taylor swift,pop
I won't pick up the phone,you're not sorry,fearless,taylor swift,pop
This is the last straw,you're not sorry,fearless,taylor swift,pop
There's nothing left to beg for,you're not sorry,fearless,taylor swift,pop
And you can tell me that you're sorry,you're not sorry,fearless,taylor swift,pop
"But I don't believe you, baby",you're not sorry,fearless,taylor swift,pop
Like I did before,you're not sorry,fearless,taylor swift,pop
"You're not sorry, no, no",you're not sorry,fearless,taylor swift,pop
"You're not sorry, no, no",you're not sorry,fearless,taylor swift,pop
He is sensible and so incredible,the way i loved you,fearless,taylor swift,pop
And all my single friends are jealous,the way i loved you,fearless,taylor swift,pop
He says everything I need to hear and it's like,the way i loved you,fearless,taylor swift,pop
I couldn't ask for anything better,the way i loved you,fearless,taylor swift,pop
He opens up my door and I get into his car,the way i loved you,fearless,taylor swift,pop
And he says you look beautiful tonight,the way i loved you,fearless,taylor swift,pop
And I feel perfectly fine,the way i loved you,fearless,taylor swift,pop
But I miss screaming and fighting and kissing in the rain,the way i loved you,fearless,taylor swift,pop
And it's 2am and I'm cursing your name,the way i loved you,fearless,taylor swift,pop
You're so in love that you act insane,the way i loved you,fearless,taylor swift,pop
And that's the way I loved you,the way i loved you,fearless,taylor swift,pop
Breakin' down and coming undone,the way i loved you,fearless,taylor swift,pop
It's a roller coaster kinda rush,the way i loved you,fearless,taylor swift,pop
And I never knew I could feel that much,the way i loved you,fearless,taylor swift,pop
And that's the way I loved you,the way i loved you,fearless,taylor swift,pop
He respects my space,the way i loved you,fearless,taylor swift,pop
And never makes me wait,the way i loved you,fearless,taylor swift,pop
And he calls exactly when he says he will,the way i loved you,fearless,taylor swift,pop
He's close to my mother,the way i loved you,fearless,taylor swift,pop
Talks business with my father,the way i loved you,fearless,taylor swift,pop
He's charming and endearing,the way i loved you,fearless,taylor swift,pop
And I'm comfortable,the way i loved you,fearless,taylor swift,pop
But I miss screaming and fighting and kissing in the rain,the way i loved you,fearless,taylor swift,pop
And it's 2am and I'm cursing your name,the way i loved you,fearless,taylor swift,pop
You're so in love that you act insane,the way i loved you,fearless,taylor swift,pop
And that's the way I loved you,the way i loved you,fearless,taylor swift,pop
Breakin' down and coming undone,the way i loved you,fearless,taylor swift,pop
It's a roller coaster kinda rush,the way i loved you,fearless,taylor swift,pop
And I never knew I could feel that much,the way i loved you,fearless,taylor swift,pop
And that's the way I loved you,the way i loved you,fearless,taylor swift,pop
He can't see the smile I'm faking,the way i loved you,fearless,taylor swift,pop
And my heart's not breaking,the way i loved you,fearless,taylor swift,pop
'Cause I'm not feeling anything at all,the way i loved you,fearless,taylor swift,pop
And you were wild and crazy,the way i loved you,fearless,taylor swift,pop
"Just so frustrating, intoxicating",the way i loved you,fearless,taylor swift,pop
"Complicated, got away by some mistake and now",the way i loved you,fearless,taylor swift,pop
I miss screaming and fighting and kissing in the rain,the way i loved you,fearless,taylor swift,pop
It's 2am and I'm cursing your name,the way i loved you,fearless,taylor swift,pop
I'm so in love that I acted insane,the way i loved you,fearless,taylor swift,pop
And that's the way I loved you,the way i loved you,fearless,taylor swift,pop
Breakin' down and coming undone,the way i loved you,fearless,taylor swift,pop
It's a roller coaster kinda rush,the way i loved you,fearless,taylor swift,pop
And I never knew I could feel that much,the way i loved you,fearless,taylor swift,pop
"And that's the way I loved you oh, oh",the way i loved you,fearless,taylor swift,pop
"And that's the way I loved you oh, oh",the way i loved you,fearless,taylor swift,pop
Never knew I could feel that much,the way i loved you,fearless,taylor swift,pop
And that's the way I loved you,the way i loved you,fearless,taylor swift,pop
You were in college working part-time waiting tables,mine,speak now,taylor swift,pop
"Left a small town, never looked back",mine,speak now,taylor swift,pop
"I was a flight risk, with a fear of falling",mine,speak now,taylor swift,pop
"Wondering why we bother with love, if it never lasts",mine,speak now,taylor swift,pop
"I say, ""Can you believe it?""",mine,speak now,taylor swift,pop
As we're lying on the couch,mine,speak now,taylor swift,pop
The moment I can see it,mine,speak now,taylor swift,pop
"Yes, yes",mine,speak now,taylor swift,pop
I can see it now,mine,speak now,taylor swift,pop
Do you remember we were sitting there by the water?,mine,speak now,taylor swift,pop
You put your arm around me for the first time,mine,speak now,taylor swift,pop
You made a rebel of a careless man's careful daughter,mine,speak now,taylor swift,pop
You are the best thing that's ever been mine,mine,speak now,taylor swift,pop
Flash forward and we're taking on the world together,mine,speak now,taylor swift,pop
And there's a drawer of my things at your place,mine,speak now,taylor swift,pop
You learn my secrets and you figure out why I'm guarded,mine,speak now,taylor swift,pop
You say we'll never make my parents' mistakes,mine,speak now,taylor swift,pop
But we got bills to pay,mine,speak now,taylor swift,pop
We got nothing figured out,mine,speak now,taylor swift,pop
When it was hard to take,mine,speak now,taylor swift,pop
"Yes, yes",mine,speak now,taylor swift,pop
This is what I thought about,mine,speak now,taylor swift,pop
Do you remember we were sitting there by the water?,mine,speak now,taylor swift,pop
You put your arm around me for the first time,mine,speak now,taylor swift,pop
You made a rebel of a careless man's careful daughter,mine,speak now,taylor swift,pop
You are the best thing that's ever been mine,mine,speak now,taylor swift,pop
Do you remember all the city lights on the water?,mine,speak now,taylor swift,pop
You saw me start to believe for the first time,mine,speak now,taylor swift,pop
You made a rebel of a careless man's careful daughter,mine,speak now,taylor swift,pop
You are the best thing that's ever been mine,mine,speak now,taylor swift,pop
"And I remember that fight, 2:30 AM",mine,speak now,taylor swift,pop
As everything was slipping right out of our hands,mine,speak now,taylor swift,pop
I ran out crying and you followed me out into the street,mine,speak now,taylor swift,pop
Braced myself for the goodbye,mine,speak now,taylor swift,pop
'Cause that's all I've ever known,mine,speak now,taylor swift,pop
Then you took me by surprise,mine,speak now,taylor swift,pop
You said I'll never leave you alone,mine,speak now,taylor swift,pop
You said,mine,speak now,taylor swift,pop
I remember how we felt sitting by the water,mine,speak now,taylor swift,pop
"And every time I look at you, it's like the first time",mine,speak now,taylor swift,pop
I fell in love with a careless man's careful daughter,mine,speak now,taylor swift,pop
She is the best thing that's ever been mine,mine,speak now,taylor swift,pop
Hold on,mine,speak now,taylor swift,pop
Make it last,mine,speak now,taylor swift,pop
Hold on,mine,speak now,taylor swift,pop
Never turn back,mine,speak now,taylor swift,pop
You made a rebel of a careless man's careful daughter (hold on),mine,speak now,taylor swift,pop
You are the best thing that's ever been mine (hold on),mine,speak now,taylor swift,pop
(Oh yeah),mine,speak now,taylor swift,pop
"Yes, yes, do you believe it? (hold on)",mine,speak now,taylor swift,pop
"Yes, yes we're gonna make it now (hold on)",mine,speak now,taylor swift,pop
"Yes, yes, I can see it (come on, come on)",mine,speak now,taylor swift,pop
I can see it now,mine,speak now,taylor swift,pop
The way you move is like a full on rainstorm,sparks fly,speak now,taylor swift,pop
And I'm a house of cards,sparks fly,speak now,taylor swift,pop
You're the kind of reckless that you send me running but I,sparks fly,speak now,taylor swift,pop
Kind of know that I won't get far.,sparks fly,speak now,taylor swift,pop
And you stood there in front of me just,sparks fly,speak now,taylor swift,pop
Close enough to touch,sparks fly,speak now,taylor swift,pop
Close enough to hope you couldn't see,sparks fly,speak now,taylor swift,pop
What I was thinking of,sparks fly,speak now,taylor swift,pop
Drop everything now,sparks fly,speak now,taylor swift,pop
Meet me in the pouring rain,sparks fly,speak now,taylor swift,pop
Kiss me on the sidewalk,sparks fly,speak now,taylor swift,pop
Take away the pain,sparks fly,speak now,taylor swift,pop
'Cause I see sparks fly whenever you smile,sparks fly,speak now,taylor swift,pop
"Get me with those green eyes, baby",sparks fly,speak now,taylor swift,pop
As the lights go down,sparks fly,speak now,taylor swift,pop
Something that'll haunt me when you're not around,sparks fly,speak now,taylor swift,pop
'Cause I see sparks fly whenever you smile,sparks fly,speak now,taylor swift,pop
My mind forgets to remind me,sparks fly,speak now,taylor swift,pop
That you're a bad idea,sparks fly,speak now,taylor swift,pop
You touch me once and it's really something,sparks fly,speak now,taylor swift,pop
You find I'm even better than you imagined I would be,sparks fly,speak now,taylor swift,pop
I'm on my guard for the rest of the world,sparks fly,speak now,taylor swift,pop
"But with you, I know it's no good",sparks fly,speak now,taylor swift,pop
And I could wait patiently but,sparks fly,speak now,taylor swift,pop
I really wish you would,sparks fly,speak now,taylor swift,pop
Drop everything now,sparks fly,speak now,taylor swift,pop
Meet me in the pouring rain,sparks fly,speak now,taylor swift,pop
Kiss me on the sidewalk,sparks fly,speak now,taylor swift,pop
Take away the pain,sparks fly,speak now,taylor swift,pop
"'Cause I see, sparks fly whenever you smile",sparks fly,speak now,taylor swift,pop
"Get me with those green eyes, baby",sparks fly,speak now,taylor swift,pop
As the lights go down,sparks fly,speak now,taylor swift,pop
Something that'll haunt me when you're not around,sparks fly,speak now,taylor swift,pop
"'Cause I see, sparks fly whenever you smile",sparks fly,speak now,taylor swift,pop
I run my fingers through your hair,sparks fly,speak now,taylor swift,pop
And watch the lights go wild,sparks fly,speak now,taylor swift,pop
Just keep on keeping your eyes on me,sparks fly,speak now,taylor swift,pop
It's just strong enough to make you feel right,sparks fly,speak now,taylor swift,pop
And lead me up the staircase,sparks fly,speak now,taylor swift,pop
Won't you whisper soft and slow,sparks fly,speak now,taylor swift,pop
"I'm captivated by you, baby",sparks fly,speak now,taylor swift,pop
Like a fireworks show,sparks fly,speak now,taylor swift,pop
Drop everything now,sparks fly,speak now,taylor swift,pop
Meet me in the pouring rain,sparks fly,speak now,taylor swift,pop
Kiss me on the sidewalk,sparks fly,speak now,taylor swift,pop
Take away the pain,sparks fly,speak now,taylor swift,pop
'Cause I see sparks fly whenever you smile,sparks fly,speak now,taylor swift,pop
"Get me with those green eyes, baby",sparks fly,speak now,taylor swift,pop
As the lights go down,sparks fly,speak now,taylor swift,pop
Something that'll haunt me when you're not around,sparks fly,speak now,taylor swift,pop
"'Cause I see, sparks fly whenever you smile",sparks fly,speak now,taylor swift,pop
I'm so glad you made time to see me,back to december,speak now,taylor swift,pop
How's life? Tell me how's your family,back to december,speak now,taylor swift,pop
I haven't seen them in a while,back to december,speak now,taylor swift,pop
"You've been good, busier than ever",back to december,speak now,taylor swift,pop
"We small talk, work and the weather",back to december,speak now,taylor swift,pop
"Your guard is up, and I know why",back to december,speak now,taylor swift,pop
Because the last time you saw me,back to december,speak now,taylor swift,pop
Is still burned in the back of your mind,back to december,speak now,taylor swift,pop
"You gave me roses, and I left them there to die",back to december,speak now,taylor swift,pop
So this is me swallowing my pride,back to december,speak now,taylor swift,pop
Standing in front of you saying I'm sorry for that night,back to december,speak now,taylor swift,pop
And I go back to December all the time,back to december,speak now,taylor swift,pop
It turns out freedom ain't nothing but missing you,back to december,speak now,taylor swift,pop
Wishing I'd realized what I had when you were mine,back to december,speak now,taylor swift,pop
"I'd go back to December, turn around and make it all right",back to december,speak now,taylor swift,pop
I go back to December all the time,back to december,speak now,taylor swift,pop
"These days, I haven't been sleeping",back to december,speak now,taylor swift,pop
"Staying up, playing back myself leavin'",back to december,speak now,taylor swift,pop
"When your birthday passed, and I didn't call",back to december,speak now,taylor swift,pop
"And I think about summer, all the beautiful times",back to december,speak now,taylor swift,pop
I watched you laughing from the passenger side,back to december,speak now,taylor swift,pop
And realized I loved you in the fall,back to december,speak now,taylor swift,pop
And then the cold came,back to december,speak now,taylor swift,pop
The dark days when fear crept into my mind,back to december,speak now,taylor swift,pop
You gave me all your love,back to december,speak now,taylor swift,pop
"And all I gave you was ""Goodbye""",back to december,speak now,taylor swift,pop
So this is me swallowing my pride,back to december,speak now,taylor swift,pop
Standing in front of you saying I'm sorry for that night,back to december,speak now,taylor swift,pop
And I go back to December all the time,back to december,speak now,taylor swift,pop
It turns out freedom ain't nothing but missing you,back to december,speak now,taylor swift,pop
Wishing I'd realized what I had when you were mine,back to december,speak now,taylor swift,pop
"I'd go back to December, turn around and change my own mind",back to december,speak now,taylor swift,pop
I go back to December all the time,back to december,speak now,taylor swift,pop
"I miss your tanned skin, your sweet smile",back to december,speak now,taylor swift,pop
"So good to me, so right",back to december,speak now,taylor swift,pop
And how you held me in your arms that September night,back to december,speak now,taylor swift,pop
The first time you ever saw me cry,back to december,speak now,taylor swift,pop
Maybe this is wishful thinking,back to december,speak now,taylor swift,pop
Probably mindless dreaming,back to december,speak now,taylor swift,pop
"But if we loved again, I swear I'd love you right",back to december,speak now,taylor swift,pop
"I'd go back in time and change it, but I can't",back to december,speak now,taylor swift,pop
"So if the chain is on your door, I understand",back to december,speak now,taylor swift,pop
But this is me swallowing my pride,back to december,speak now,taylor swift,pop
Standing in front of you saying I'm sorry for that night,back to december,speak now,taylor swift,pop
And I go back to December...,back to december,speak now,taylor swift,pop
It turns out freedom ain't nothing but missing you,back to december,speak now,taylor swift,pop
Wishing I'd realized what I had when you were mine,back to december,speak now,taylor swift,pop
"I'd go back to December, turn around and make it all right",back to december,speak now,taylor swift,pop
"I'd go back to December, turn around and change my own mind",back to december,speak now,taylor swift,pop
I go back to December all the time,back to december,speak now,taylor swift,pop
All the time,back to december,speak now,taylor swift,pop
I am not the kind of girl,speak now,speak now,taylor swift,pop
Who should be rudely barging in on a white veil occasion,speak now,speak now,taylor swift,pop
But you are not the kind of boy,speak now,speak now,taylor swift,pop
Who should be marrying the wrong girl,speak now,speak now,taylor swift,pop
I sneak in and see your friends,speak now,speak now,taylor swift,pop
And her snotty little family all dressed in pastel,speak now,speak now,taylor swift,pop
And she is yelling at a bridesmaid,speak now,speak now,taylor swift,pop
Somewhere back inside a room,speak now,speak now,taylor swift,pop
Wearing a gown shaped like a pastry,speak now,speak now,taylor swift,pop
This is surely not what you thought it would be,speak now,speak now,taylor swift,pop
I lose myself in a daydream,speak now,speak now,taylor swift,pop
Where I stand and say,speak now,speak now,taylor swift,pop
"Don’t say ""Yes"", run away now",speak now,speak now,taylor swift,pop
I’ll meet you when you’re out of the church at the back door,speak now,speak now,taylor swift,pop
Don’t wait or say a single vow,speak now,speak now,taylor swift,pop
You need to hear me out,speak now,speak now,taylor swift,pop
"And they said, ""Speak now""",speak now,speak now,taylor swift,pop
Fond gestures are exchanged,speak now,speak now,taylor swift,pop
And the organ starts to play,speak now,speak now,taylor swift,pop
A song that sounds like a death march,speak now,speak now,taylor swift,pop
And I am hiding in the curtains,speak now,speak now,taylor swift,pop
It seems that I was uninvited by your lovely bride-to-be,speak now,speak now,taylor swift,pop
She floats down the aisle like a pageant queen,speak now,speak now,taylor swift,pop
But I know you wish it was me,speak now,speak now,taylor swift,pop
"You wish it was me, don’t you?",speak now,speak now,taylor swift,pop
"Don’t say ""Yes"", run away now",speak now,speak now,taylor swift,pop
I’ll meet you when you’re out of the church at the back door,speak now,speak now,taylor swift,pop
Don’t wait or say a single vow,speak now,speak now,taylor swift,pop
You need to hear me out,speak now,speak now,taylor swift,pop
"And they said, ""Speak now""",speak now,speak now,taylor swift,pop
"Don’t say ""Yes"", run away now",speak now,speak now,taylor swift,pop
I’ll meet you when you’re out of the church at the back door,speak now,speak now,taylor swift,pop
Don’t wait or say a single vow,speak now,speak now,taylor swift,pop
Your time is running out,speak now,speak now,taylor swift,pop
"And they said, ""Speak now""",speak now,speak now,taylor swift,pop
"Oh, run away",speak now,speak now,taylor swift,pop
"La la, oh oh",speak now,speak now,taylor swift,pop
Say a single vow,speak now,speak now,taylor swift,pop
"I hear the preacher say, ""Speak now or forever hold your peace""",speak now,speak now,taylor swift,pop
"There’s the silence, there’s my last chance",speak now,speak now,taylor swift,pop
"I stand up with shaky hands, all eyes on me",speak now,speak now,taylor swift,pop
Horrified looks from everyone in the room,speak now,speak now,taylor swift,pop
But I’m only looking at you,speak now,speak now,taylor swift,pop
I am not the kind of girl,speak now,speak now,taylor swift,pop
Who should be rudely barging in on a white veil occasion,speak now,speak now,taylor swift,pop
But you are not the kind of boy,speak now,speak now,taylor swift,pop
Who should be marrying the wrong girl,speak now,speak now,taylor swift,pop
"Don’t say ""Yes"", run away now",speak now,speak now,taylor swift,pop
I’ll meet you when you’re out of the church at the back door,speak now,speak now,taylor swift,pop
Don’t wait or say a single vow,speak now,speak now,taylor swift,pop
You need to hear me out,speak now,speak now,taylor swift,pop
"And they said, ""Speak now""",speak now,speak now,taylor swift,pop
"And you’ll say ""Let’s run away now",speak now,speak now,taylor swift,pop
I’ll meet you when I’m out of my tux at the back door,speak now,speak now,taylor swift,pop
"Baby, I didn’t say my vows",speak now,speak now,taylor swift,pop
So glad you were around,speak now,speak now,taylor swift,pop
"When they said, 'Speak now'""",speak now,speak now,taylor swift,pop
"Long were the nights, when my days once revolved around you",dear john,speak now,taylor swift,pop
"Counting my footsteps, praying the floor won't fall through, again",dear john,speak now,taylor swift,pop
"My mother accused me of losing my mind, but I swore I was fine",dear john,speak now,taylor swift,pop
"You paint a blue sky, then go back and turn it to rain",dear john,speak now,taylor swift,pop
"When I lived in your chess game, but you changed the rules every day",dear john,speak now,taylor swift,pop
Wondering which version of you I might get on the phone tonight,dear john,speak now,taylor swift,pop
"Well, I stopped picking up, and this song to let you know why",dear john,speak now,taylor swift,pop
Dear John,dear john,speak now,taylor swift,pop
I see it all now that you're gone,dear john,speak now,taylor swift,pop
Don't you think I was too young to be messed with?,dear john,speak now,taylor swift,pop
The girl in the dress cried the whole way home,dear john,speak now,taylor swift,pop
I should've known,dear john,speak now,taylor swift,pop
"Well, maybe it's me and my blind optimism to blame",dear john,speak now,taylor swift,pop
Or maybe it's you and your sick need to give love then take it away,dear john,speak now,taylor swift,pop
And you'll add my name to your long list of traitors who don't understand,dear john,speak now,taylor swift,pop
"And I'll look back and regret, I ignored when they said run as fast as you can",dear john,speak now,taylor swift,pop
Dear John,dear john,speak now,taylor swift,pop
I see it all now that you're gone,dear john,speak now,taylor swift,pop
Don't you think I was too young to be messed with?,dear john,speak now,taylor swift,pop
The girl in the dress cried the whole way home,dear john,speak now,taylor swift,pop
Dear John,dear john,speak now,taylor swift,pop
"I see it all now, it was wrong",dear john,speak now,taylor swift,pop
Don't you think nineteen's too young ,dear john,speak now,taylor swift,pop
"To be played by your dark, twisted games?",dear john,speak now,taylor swift,pop
When I loved you so,dear john,speak now,taylor swift,pop
I should've known,dear john,speak now,taylor swift,pop
You are an expert at Sorry!,dear john,speak now,taylor swift,pop
And keeping lines blurry,dear john,speak now,taylor swift,pop
Never impressed,dear john,speak now,taylor swift,pop
By me acing your tests,dear john,speak now,taylor swift,pop
All the girls that you run dry,dear john,speak now,taylor swift,pop
Have tired lifeless eyes,dear john,speak now,taylor swift,pop
'Cause you burned them out,dear john,speak now,taylor swift,pop
But I took your matches,dear john,speak now,taylor swift,pop
Before fire could catch me,dear john,speak now,taylor swift,pop
So don't look now,dear john,speak now,taylor swift,pop
I'm shining like fireworks,dear john,speak now,taylor swift,pop
"Over your sad, empty town",dear john,speak now,taylor swift,pop
Dear John,dear john,speak now,taylor swift,pop
I see it all now that you're gone,dear john,speak now,taylor swift,pop
Don't you think I was too young to be messed with?,dear john,speak now,taylor swift,pop
The girl in the dress cried the whole way home,dear john,speak now,taylor swift,pop
I see it all now that you're gone,dear john,speak now,taylor swift,pop
Don't you think I was too young to be messed with?,dear john,speak now,taylor swift,pop
The girl in the dress wrote you a song,dear john,speak now,taylor swift,pop
You should've known,dear john,speak now,taylor swift,pop
You should've known,dear john,speak now,taylor swift,pop
Don't you think I was too young?,dear john,speak now,taylor swift,pop
You should've known,dear john,speak now,taylor swift,pop
"You, with your words like knives and swords and weapons that you use against me",mean,speak now,taylor swift,pop
"You have knocked me off my feet again, got me feeling like I'm nothing",mean,speak now,taylor swift,pop
"You, with your voice like nails on a chalkboard, calling me out when I'm wounded",mean,speak now,taylor swift,pop
"You, pickin' on the weaker man",mean,speak now,taylor swift,pop
You can take me down ,mean,speak now,taylor swift,pop
With just one single blow,mean,speak now,taylor swift,pop
But you don't know what you don't know,mean,speak now,taylor swift,pop
Someday I'll be living in a big old city,mean,speak now,taylor swift,pop
And all you're ever gonna be is mean,mean,speak now,taylor swift,pop
Someday I'll be big enough so you can't hit me,mean,speak now,taylor swift,pop
And all you're ever gonna be is mean,mean,speak now,taylor swift,pop
Why you gotta be so mean?,mean,speak now,taylor swift,pop
"You, with your switching sides and your walk-by lies and your humiliation",mean,speak now,taylor swift,pop
"You, have pointed out my flaws again as if I don't already see them",mean,speak now,taylor swift,pop
I'll walk with my head down trying to block you out 'cause I'll never impress you,mean,speak now,taylor swift,pop
I just wanna feel okay again,mean,speak now,taylor swift,pop
"I'll bet you got pushed around, somebody made you cold",mean,speak now,taylor swift,pop
"But the cycle ends right now, 'cause you can't lead me down that road",mean,speak now,taylor swift,pop
And you don't know what you don't know,mean,speak now,taylor swift,pop
Someday I'll be living in a big old city,mean,speak now,taylor swift,pop
And all you're ever gonna be is mean,mean,speak now,taylor swift,pop
Someday I'll be big enough so you can't hit me,mean,speak now,taylor swift,pop
And all you're ever gonna be is mean,mean,speak now,taylor swift,pop
Why you gotta be so mean?,mean,speak now,taylor swift,pop
"And I can see you years from now in a bar, talking over a football game",mean,speak now,taylor swift,pop
"With that same big loud opinion, but nobody's listening",mean,speak now,taylor swift,pop
Washed up and ranting about the same old bitter things,mean,speak now,taylor swift,pop
Drunk and grumbling on about how I can't sing,mean,speak now,taylor swift,pop
But all you are is mean,mean,speak now,taylor swift,pop
All you are is mean and a liar and pathetic and alone in life,mean,speak now,taylor swift,pop
"And mean, and mean, and mean, and mean",mean,speak now,taylor swift,pop
But someday I'll be living in a big old city,mean,speak now,taylor swift,pop
"And all you're ever gonna be is mean, yeah",mean,speak now,taylor swift,pop
"Someday, I'll be big enough so you can't hit me",mean,speak now,taylor swift,pop
And all you're ever gonna be is mean,mean,speak now,taylor swift,pop
Why you gotta be so mean?,mean,speak now,taylor swift,pop
"Someday, I'll be, living in a big old city",mean,speak now,taylor swift,pop
(Why you gotta be so mean?),mean,speak now,taylor swift,pop
And all you're ever gonna be is mean,mean,speak now,taylor swift,pop
(Why you gotta be so mean?),mean,speak now,taylor swift,pop
"Someday, I'll be big enough so you can't hit me",mean,speak now,taylor swift,pop
(Why you gotta be so mean?),mean,speak now,taylor swift,pop
And all you're ever gonna be is mean,mean,speak now,taylor swift,pop
Why you gotta be so mean?,mean,speak now,taylor swift,pop
I used to think one day we'd tell the story of us,the story of us,speak now,taylor swift,pop
How we met and the sparks flew instantly,the story of us,speak now,taylor swift,pop
"And people would say, ""They're the lucky ones""",the story of us,speak now,taylor swift,pop
I used to know my place was the spot next to you,the story of us,speak now,taylor swift,pop
Now I'm searching the room for an empty seat,the story of us,speak now,taylor swift,pop
'Cause lately I don't even know what page you're on,the story of us,speak now,taylor swift,pop
"Oh, a simple complication, ",the story of us,speak now,taylor swift,pop
Miscommunications lead to fallout,the story of us,speak now,taylor swift,pop
So many things that I wish you knew,the story of us,speak now,taylor swift,pop
"So many walls up, I can't break through",the story of us,speak now,taylor swift,pop
Now I'm standing alone in a crowded room,the story of us,speak now,taylor swift,pop
And we're not speaking,the story of us,speak now,taylor swift,pop
"And I'm dying to know, is it killing you",the story of us,speak now,taylor swift,pop
"Like it's killing me, yeah",the story of us,speak now,taylor swift,pop
I don't know what to say,the story of us,speak now,taylor swift,pop
Since the twist of fate,the story of us,speak now,taylor swift,pop
When it all broke down,the story of us,speak now,taylor swift,pop
And the story of us,the story of us,speak now,taylor swift,pop
Looks a lot like a tragedy now,the story of us,speak now,taylor swift,pop
Next chapter!,the story of us,speak now,taylor swift,pop
How'd we end up this way?,the story of us,speak now,taylor swift,pop
See me nervously pulling at my clothes and trying to look busy,the story of us,speak now,taylor swift,pop
And you're doing your best to avoid me,the story of us,speak now,taylor swift,pop
I'm starting to think one day I'll tell the story of us,the story of us,speak now,taylor swift,pop
How I was losing my mind when I saw you here,the story of us,speak now,taylor swift,pop
"But you held your pride, like you should've held me",the story of us,speak now,taylor swift,pop
"Oh, I'm scared to see the ending ",the story of us,speak now,taylor swift,pop
Why are we pretending this is nothing?,the story of us,speak now,taylor swift,pop
I'd tell you I miss you but I don't know how,the story of us,speak now,taylor swift,pop
I've never heard silence quite this loud,the story of us,speak now,taylor swift,pop
Now I'm standing alone in a crowded room,the story of us,speak now,taylor swift,pop
And we're not speaking,the story of us,speak now,taylor swift,pop
"And I'm dying to know, is it killing you",the story of us,speak now,taylor swift,pop
"Like it's killing me, yeah",the story of us,speak now,taylor swift,pop
I don't know what to say,the story of us,speak now,taylor swift,pop
Since the twist of fate,the story of us,speak now,taylor swift,pop
When it all broke down,the story of us,speak now,taylor swift,pop
And the story of us,the story of us,speak now,taylor swift,pop
Looks a lot like a tragedy now,the story of us,speak now,taylor swift,pop
This is looking like a contest,the story of us,speak now,taylor swift,pop
Of who can act like they care less,the story of us,speak now,taylor swift,pop
